id,name,state_id,id_ruling_ethnicity,id_ruling_language,id_ruling_religion,government,territories,start,end,policies,note
western_roman_empire,Western Roman Empire,,roman,latin,catholic,imperial_monarchy,italy|balkans|iberia|gaul|north_africa,395,476,,
byzantine_empire,Byzantine Empire,,hellenic_cluster,medieval_greek,eastern_orthodox,caesaropapism,anatolia|balkans|levant,395,1453,,Eastern Orthodox Christianity is inseparable from Byzantine identity; emperor as head of both church and state
visigothic_kingdom,Visigothic Kingdom,,germanic_peoples,latin,catholic,feudal_monarchy,iberia,418,711,,"The Visigoths settled in southwestern Gaul (Aquitaine) as foederati in 418; after defeat by Clovis at Vouillé (507) they retreated to Iberia, making Toledo their capital. Converted from Arianism to Catholicism in 589 under Reccared — the defining event that integrated Visigothic and Hispano-Roman populations. Destroyed by the Muslim Umayyad invasion of 711."
southern_dynasties,Southern Dynasties,,han_chinese,old_chinese,chinese_folk_religion,,,420,589,,
vandal_kingdom,Vandal Kingdom of North Africa,,germanic_peoples,latin,catholic,feudal_monarchy,north_africa,429,533,,"The Vandals crossed into North Africa in 429 under Gaiseric, having previously swept through Spain. They captured Carthage in 439, making it their capital. The Vandal fleet dominated the western Mediterranean and sacked Rome in 455. 'Vandalism' as a concept derives from their reputation, though they were no more destructive than other Germanic peoples. Destroyed by the Byzantine general Belisarius in 533 in a remarkably swift campaign."
odoacer_kingdom,Kingdom of Odoacer,,germanic_peoples,latin,catholic,feudal_monarchy,italy,476,493,,"Odoacer (Odovacer), a Germanic chieftain of Scirian/Hunnic origin, deposed the last Western Roman Emperor Romulus Augustulus on September 4, 476 — the conventional end-date of the Western Roman Empire. He ruled as King of Italy under nominal Eastern Roman suzerainty, maintaining Roman administrative structures. Defeated and killed by Theodoric the Ostrogoth at a peace banquet in Ravenna (493)."
carolingian_empire,Frankish Kingdom / Carolingian Empire,,germanic_peoples,latin,catholic,feudal_monarchy,gaul|germany|italy,486,843,carolingian_renaissance,"Clovis I unified the Franks (486) and converted to Catholic Christianity, giving the Franks papal legitimacy. Charlemagne (768–814) conquered the Saxons, Lombards, and Avars; crowned Emperor by Pope Leo III on Christmas 800. The first attempt at a unified Western European empire since Rome. Treaty of Verdun (843) split the empire into West Francia (future France), East Francia (future Germany), and Middle Francia."
ostrogothic_kingdom,Ostrogothic Kingdom of Italy,,germanic_peoples,latin,catholic,feudal_monarchy,italy,493,553,,Theodoric the Great established the most sophisticated post-Roman Germanic kingdom — a genuine synthesis of Gothic and Roman culture. He ruled through the existing Roman administrative machinery while keeping Goths as the military class. His court at Ravenna patronised art and philosophy (Boethius wrote the Consolation of Philosophy in his prison). Destroyed by the Byzantine reconquest under Justinian I (Gothic Wars 535–554).
goktürk_khaganate,Göktürk Khaganate,,turkic_cluster,old_turkic,tengriism,khaganate,mongolian_plateau|central_asian_steppe|transoxiana,552,744,,
lombard_kingdom,Kingdom of the Lombards,,germanic_peoples,latin,catholic,feudal_monarchy,italy,568,774,,"The Lombards (Langobards) invaded northern Italy in 568, exploiting the devastation left by the Gothic Wars. Unlike the Ostrogoths, they did not attempt to preserve Roman structures — their conquest was destructive and their integration slow. By the 8th century they had converted from Arianism to Catholicism and were partially Romanised. Pope Stephen II invited Charlemagne's father Pippin III, then Charlemagne himself (773–774), to defeat the Lombards; Charlemagne dissolved the kingdom and added 'King of the Lombards' to his titles."
avar_khaganate,Avar Khaganate,,central_asian_steppe_bloc,old_turkic,tengriism,khaganate,hungary|central_asian_steppe,568,804,,Avars (steppe nomads of uncertain Mongolian/Turkic origin) conquered the Carpathian basin in 568 after the Lombards left for Italy. They raided Byzantium and the Frankish kingdoms repeatedly. Charlemagne destroyed the Avar state in a series of campaigns (791-796) and dismantled their treasury ('the Ring').
sui_dynasty,Sui Dynasty,,han_chinese,middle_chinese,buddhism,chinese_imperial,yellow_river|yangtze,581,618,,Buddhism was a major state religion alongside Confucianism; Sui rulers were devout Buddhists
harsha_empire,Harsha Empire,,indo_aryan_cluster,classical_sanskrit,buddhism,imperial_monarchy,ganges_plain,606,647,,"Last major Hindu-Buddhist empire of the Ganges plain before the Islamic conquests. Harsha personally wrote Sanskrit plays and patronised the scholar Xuanzang (the Chinese pilgrim whose journey inspired Journey to the West). His empire collapsed immediately after his death, leaving no successors."
tang_dynasty,Tang Dynasty,,han_chinese,middle_chinese,confucianism,chinese_imperial,yellow_river|yangtze,618,907,huichang_suppression,"Tang royal family had partial Xianbei ancestry but identified as Han; cosmopolitan — Buddhism, Taoism, Nestorian Christianity, and Islam all coexisted; Confucian exam system perfected"
rashidun_caliphate,Rashidun Caliphate,,semitic_cluster,arabic,sunni,caliphate,arabia|levant|mesopotamia|egypt|iran_plateau,632,661,,
khazar_khaganate,Khazar Khaganate,,turkic_cluster,old_turkic,rabbinic_judaism,khaganate,pontic_steppe|caucasus,650,969,,Ruling class converted to Judaism — a unique case; possibly a diplomatic choice to remain neutral between the Christian Byzantine and Muslim Abbasid spheres
umayyad_caliphate,Umayyad Caliphate,,semitic_cluster,arabic,sunni,caliphate,levant|mesopotamia|egypt|iran_plateau|north_africa|iberia|transoxiana,661,750,,Aggressively Arab-supremacist; non-Arab Muslims (mawali) had second-class status — this fueled the Abbasid revolution
unified_silla,Unified Silla,,korean,old_korean,buddhism,centralized_monarchy,korean_peninsula,668,935,,"Silla allied with the Tang Dynasty to defeat Baekje and Goguryeo, then successfully expelled Tang forces to unify the peninsula south of the Taedong River."
first_bulgarian_empire,First Bulgarian Empire,,south_slavic,old_church_slavonic,eastern_orthodox,feudal_monarchy,balkans,681,1018,,"Founded by Bulgars (a Turkic/steppe people) who subjugated Slavic tribes south of the Danube; the ruling Bulgar class was rapidly absorbed by the Slavic majority. Christianised under Boris I (864) who chose Constantinople over Rome — defining Bulgaria as Orthodox. The Golden Age under Simeon I (893–927) saw Bulgaria become the dominant Balkan power, rivalling Byzantium. Destroyed by Byzantine Emperor Basil II 'the Bulgar-Slayer' at the Battle of Kleidion (1014); he blinded 15,000 prisoners."
nara_period,Nara Period,,yamato,old_japanese,buddhism,,,710,794,,
al_andalus,Al-Andalus,,semitic_cluster,arabic,sunni,caliphate,iberia,711,1492,cordoba_caliphate,The Muslim-ruled territory of Iberia from the Umayyad conquest (711) to the fall of Granada (1492). At its peak (8th–10th centuries) Al-Andalus was the most sophisticated civilisation in Europe — Córdoba rivalled Constantinople and Baghdad. The Caliphate of Córdoba (929–1031) under Abd ar-Rahman III was the golden age. After 1031 it fragmented into taifa kingdoms; the Almoravid (1086) and Almohad (1147) Berber dynasties revived Muslim power but with more rigid Islamic orthodoxy. The Christian Reconquista progressively reduced Al-Andalus until only Granada remained (1238–1492). Concurrent with Christian kingdoms in the north throughout.
uyghur_khaganate,Uyghur Khaganate,,turkic_cluster,uyghur_lang,manichaeism,khaganate,mongolian_plateau|central_asian_steppe,744,840,,One of history's few Manichaean states; adopted Manichaeism as state religion after 762 — a major civilizational break from Göktürk Tengriism
abbasid_caliphate,Abbasid Caliphate,,semitic_cluster,arabic,sunni_hanafi,caliphate,mesopotamia|levant|iran_plateau|egypt,750,1258,,"Ruling dynasty remained Arab (Qurayshi lineage); Arabic as the language of religion and law. Persian bureaucrats (Barmakid viziers) dominated administration creating a Persianate court overlay — but the legitimacy anchor was Arab/Islamic, not Persian"
pala_empire,Pala Empire,,indo_aryan_cluster,pali,buddhism,feudal_monarchy,ganges_plain,750,1200,,The last great Buddhist empire of India; patrons of Nalanda and Vikramashila universities — the apex of Indian Buddhist scholarship. Their fall to the Ghurids (1203) and the subsequent destruction of Nalanda (1203) effectively ended institutional Buddhism in India.
heian_period,Heian Period,,yamato,old_japanese,buddhism,,,794,1185,,
samanid_empire,Samanid Empire,,persian,new_persian,sunni,absolute_monarchy,transoxiana|khorasan,819,999,,"The Samanids were the first Persian dynasty to rule independently after the Arab conquest — an Iranian Renaissance. Under their patronage, Bukhara became one of the Islamic world's great centres of learning. They championed New Persian (Dari) as a literary language: Rudaki wrote there, and Ferdowsi began his Shahnameh at their court. The Samanid bureaucratic model became the template for subsequent Persian and Turkic administrations. Destroyed by the Ghaznavids (east) and Qarakhanids (north)."
kingdom_of_scotland,Kingdom of Scotland,,scottish_gaelic,scots_gaelic,catholic,feudal_monarchy,scotland,843,1707,,"Kenneth MacAlpin united the Picts and Gaels. Over centuries the court Normanised and Scots (a Germanic dialect) replaced Gaelic as the lowland tongue, while Gaelic persisted in the Highlands."
kingdom_of_norway,Kingdom of Norway,,scandinavian,old_norse,germanic_paganism,feudal_monarchy,scandinavia,872,1380,,Harald Fairhair unified Norway c.872. Norway entered personal union with Denmark in 1380 after the Oldenburg succession; effectively under Danish rule until 1814.
kievan_rus_regime,Kievan Rus,,east_slavic,old_church_slavonic,eastern_orthodox,grand_principality,kievan_rus,882,1240,,Founded by Varangian (Norse) Rurikids who were rapidly absorbed into Slavic culture. Christianisation under Vladimir I in 988 tied Rus to Constantinople and Eastern Orthodoxy — the defining civilisational choice. Fragmented into competing principalities after Yaroslav's death; destroyed by the Mongol invasion 1237–1241.
bagratid_armenia,Bagratid Armenia,,caucasian_peoples,old_armenian,armenian_apostolic,feudal_monarchy,caucasus,885,1064,,"Armenian and Georgian Bagratid dynasties rebuilt Christian statehood after the Arab conquest. The Armenian Bagratids (885-1045) and their Georgian branch created the 'Armenian Renaissance' with Ani as a capital that rivalled Constantinople. Ani fell to the Seljuk Turks in 1064, effectively ending Armenian political independence for centuries."
kingdom_of_bohemia,Kingdom of Bohemia,,czech,czech,catholic,feudal_monarchy,bohemia,895,1526,,"Přemyslid dynasty (895–1306), then Luxembourg (1310–1437). Bohemia became the intellectual centre of the HRE under Charles IV. The Hussite movement (1419–1434) was the first successful proto-Protestant revolt in Europe, a century before Luther."
liao_dynasty,Liao Dynasty (Khitan),,khitan,khitan_lang,buddhism,dual_administration,manchuria|yellow_river,907,1125,,"Dual administration: Khitan customs for nomads, Chinese Confucian system for Han subjects; Buddhism served as a bridge between nomadic and sedentary cultures"
five_dynasties,Five Dynasties (North China),,han_chinese,middle_chinese,chinese_folk_religion,,,907,960,,
fatimid_caliphate,Fatimid Caliphate,,semitic_cluster,arabic,shia_ismaili,imamate,egypt|levant|north_africa,909,1171,,
ten_kingdoms,Ten Kingdoms (South China),,han_chinese,middle_chinese,neo_confucianism,,,907,979,,
goryeo,Goryeo Dynasty,,korean,middle_korean,buddhism,centralized_monarchy,korean_peninsula,918,1392,,"Founded by Wang Geon; successfully resisted multiple Mongol (Yuan) invasions, eventually becoming a vassal-son-in-law state of the Yuan. Known for the Tripitaka Koreana and Goryeo celadon."
kingdom_of_england,Kingdom of England,,english,middle_english,catholic,feudal_monarchy,britannia,927,1707,magna_carta|english_reformation,"Founded by Æthelstan; the Norman Conquest of 1066 replaced the Anglo-Saxon ruling class with a French-speaking Norman aristocracy, creating the distinctive Anglo-Norman culture. By 1300 English had re-emerged as the dominant tongue with heavy French vocabulary."
kingdom_of_denmark,Kingdom of Denmark,,scandinavian,old_norse,catholic,feudal_monarchy,scandinavia,936,,,The dominant Scandinavian power through the Middle Ages; ruled England 1013–1042 (Cnut); lost Sweden definitively in 1658; retains Greenland and Faroe Islands.
northern_song,Northern Song Dynasty,,han_chinese,middle_chinese,neo_confucianism,,,960,1127,,
holy_roman_empire,Holy Roman Empire,,german,latin,catholic,elective_monarchy,germany|bohemia|italy,962,1806,golden_bull_1356|peace_of_westphalia,"Neither holy, Roman, nor an empire — Voltaire. A decentralized confederation of German princes, bishops, and city-states under an elected emperor. German princes systematically resisted centralisation; the Peace of Westphalia (1648) effectively made the HRE a loose alliance of sovereign states."
kingdom_of_poland,Kingdom of Poland,,polish,latin,catholic,feudal_monarchy,poland,966,1569,,"Piast dynasty (966–1370), then Jagiellonian (1386–1569). Mieszko I's baptism in 966 is the founding moment of the Polish state. The Union of Lublin (1569) transformed the Polish-Lithuanian personal union into a real Commonwealth."
kingdom_of_sweden,Kingdom of Sweden,,scandinavian,old_norse,catholic,feudal_monarchy,scandinavia,970,,,"Broke from the Kalmar Union in 1523 under Gustav Vasa; became a major European Great Power in the 17th century (Swedish Empire, Stormaktstiden); lost Finland to Russia in 1809."
ghaznavid_empire,Ghaznavid Empire,,turkic_cluster,new_persian,sunni,sultanate,khorasan|transoxiana|indus_valley|punjab,977,1186,,"Founded by Sebüktigin, a Turkish slave-soldier (ghulam) who rose to govern Ghazni (modern Afghanistan) under the Samanids. His son Mahmud of Ghazni (998–1030) transformed it into a great empire, launching 17 raids into the Indian subcontinent — breaking the Hindu Shahi kingdoms and establishing Islam in the Punjab. The Ghaznavids were patrons of Persian language and literature (the Shahnameh was written for Mahmud). Destroyed by the Ghurids."
kingdom_of_france,Kingdom of France,,french,french,catholic,absolute_monarchy,gaul,987,1792,edict_of_nantes,"Capetian (987–1328), Valois (1328–1589), Bourbon (1589–1792) — three dynasties but one continuous institution. The most powerful western European monarchy of the High and Late Middle Ages. Absolute monarchy reached its apogee under Louis XIV."
kingdom_of_hungary,Kingdom of Hungary,,magyar,latin,catholic,feudal_monarchy,hungary,1000,1526,,"Founded by Stephen I who received a crown from Pope Sylvester II. Medieval Hungary was one of the largest European kingdoms, stretching from the Adriatic to Transylvania. The Battle of Mohács (1526) ended the medieval kingdom; Hungary was split between Ottoman and Habsburg rule."
seljuk_empire,Seljuk Empire,,turkic_cluster,new_persian,sunni_hanafi,sultanate,transoxiana|iran_plateau|mesopotamia|khorasan,1037,1194,,"Oghuz Turkic rulers adopted Persian as court language; patronized Persian scholars — Omar Khayyam, al-Ghazali, Nizam al-Mulk all flourished under Seljuk rule"
seljuk_rum,Sultanate of Rum,,turkic_cluster,new_persian,sunni_hanafi,sultanate,anatolia,1077,1307,,Rumi composed his poetry in Persian at this court in Konya
jin_jurchen,Jin Dynasty (Jurchen),,jurchen,jurchen_lang,buddhism,dual_administration,manchuria|yellow_river,1115,1234,,Jurchen rulers resisted Sinicization; maintained Jurchen script and shamanistic traditions alongside Buddhism; used a dual admin system similar to Liao
southern_song,Southern Song Dynasty,,han_chinese,middle_chinese,neo_confucianism,,,1127,1279,,
angevin_empire,Angevin Empire,,french,french,catholic,feudal_monarchy,aquitaine|gaul,1154,1204,,"The Plantagenet dynasty empire under Henry II (who married Eleanor of Aquitaine), controlling Normandy, Anjou, Maine, Touraine, Poitou, and Aquitaine across the Channel plus England. A cross-Channel feudal aggregate rather than a unified state — conflict with the French crown over the vassal relationship was constant. John's loss of Normandy and Angevin lands in France (1202–1204) ended the continental empire; England persisted as the Plantagenet realm."
ayyubid_sultanate,Ayyubid Sultanate,,kurdish,arabic,sunni_shafi,sultanate,egypt|levant,1171,1260,,Saladin was Kurdish but the court operated fully in Arabic-Islamic culture
feudal_japan,Feudal Japan,,yamato,early_modern_japanese,shinto_buddhism,feudal_monarchy,japanese_archipelago,1185,1603,,"The Kamakura, Muromachi, and Sengoku periods. Decentralized feudal system with competing daimyo (lords) and regional warlords. Ends with the unification by Oda Nobunaga and Toyotomi Hideyoshi, preparing ground for Tokugawa shogunate."
serbian_empire,Serbian Empire (Nemanjić Dynasty),,south_slavic,old_church_slavonic,eastern_orthodox,feudal_monarchy,balkans,1190,1389,,"Stefan Nemanja founded the medieval Serbian state (1168). His son Sava established the Serbian Orthodox Church (1219) — the key institution of Serbian national identity. Stefan Dušan (1331–1355) expanded Serbia to its greatest extent (Macedonia, Albania, Greece) and crowned himself Emperor of the Serbs and Greeks. The empire collapsed after his death; the Battle of Kosovo (1389) against the Ottomans ended Serbian independence for five centuries."
khwarazmian_empire,Khwarazmian Empire,,turkic_cluster,new_persian,sunni,absolute_monarchy,transoxiana,1200,1220,,"Shah Ala ad-Din Muhammad II rapidly built a vast empire covering Persia and Central Asia — briefly the most powerful state in the Islamic world. His catastrophic decision to execute Genghis Khan's trade envoys (1218) provoked the Mongol invasion. Within three years his empire was destroyed, millions killed, and the cities of Central Asia — Samarkand, Bukhara, Merv, Nishapur — were annihilated. The Khwarazmian destruction was one of the worst demographic catastrophes in history."
delhi_sultanate,Delhi Sultanate,,turkic_cluster,new_persian,sunni_hanafi,sultanate,indus_valley|punjab|ganges_plain,1206,1526,,Established the Persianate Islamic cultural layer in India; Persian as court language; laid the groundwork for the Hindu-Muslim civilizational divide that defines the subcontinent to this day
mongol_empire,Mongol Empire,,mongol,classical_mongolian,tengriism,khaganate,mongolian_plateau|central_asian_steppe|transoxiana|iran_plateau|khorasan|mesopotamia|yellow_river|yangtze|manchuria,1206,1368,yasa_tolerance,Religiously tolerant by policy (Yasa law); the different successor khanates each converted to the local dominant religion
chagatai_khanate,Chagatai Khanate,,mongol,uyghur_lang,sunni_hanafi,khanate,transoxiana|central_asian_steppe,1226,1347,,Chagatai Turkic became the prestige literary language of Central Asia after Mongol Turkification
teutonic_order,Teutonic Order (Monastic State),,german,german,catholic,theocratic_order,prussia,1230,1525,,Crusading military order invited to Christianise the pagan Old Prussians; completed the conquest by 1283 (exterminating or assimilating the indigenous Prussians). At their peak controlled the entire Baltic coast from Danzig to Estonia. Catastrophically defeated at Grunwald (1410) by Poland-Lithuania; dissolved its monastic state and became a secular Duchy of Prussia in 1525.
grand_duchy_of_lithuania,Grand Duchy of Lithuania,,lithuanian,old_east_slavic,lithuanian_paganism,grand_duchy,lithuania|kievan_rus,1236,1569,,"The last pagan state in Europe, Christianised only in 1387 when Jogaila married Jadwiga of Poland. At its peak the Grand Duchy stretched from the Baltic to the Black Sea, encompassing most of modern Ukraine and Belarus. Its administrative language was Ruthenian (Old East Slavic), not Lithuanian."
golden_horde,Golden Horde,,mongol,kipchak_branch,sunni_hanafi,khanate,pontic_steppe|central_asian_steppe,1242,1502,,Converted to Sunni Islam ~1313 under Özbeg Khan; Mongol rulers gradually Turkified — adopted Kipchak Turkic as the dominant language
mamluk_sultanate,Mamluk Sultanate,,turkic_cluster,arabic,sunni_shafi,sultanate,egypt|levant,1250,1517,,Turkic slave-soldier rulers but court and administration were Arabic-Islamic
ilkhanate,Ilkhanate,,mongol,new_persian,sunni_hanafi,khanate,iran_plateau|mesopotamia|khorasan|caucasus,1256,1335,,Started Tengriist/Buddhist; converted to Sunni Islam and were fully Persianized — Persian remained the language of court and literature
yuan_dynasty,Yuan Dynasty,,mongol,classical_mongolian,vajrayana,imperial_monarchy,yellow_river|yangtze|manchuria,1271,1368,,Kublai Khan adopted Tibetan Buddhism (Vajrayana) as state religion and Phags-pa Lama as spiritual authority; deliberately avoided Sinicization — Chinese barred from top posts; Mongol identity maintained as ruling class
grand_duchy_moscow,Grand Duchy of Moscow,,russian,russian,eastern_orthodox,,,1283,1547,,
