panel_id,column_id,row_index,stack_index,era,label,note,span,existing_polity_link,category,suggested_id
afghanistan,kandahar,1,1,Ancient,Gandara · Kamboja (Rigvedic peoples),c.1200–550 BCE,1,,people,gandara_kamboja_rigvedic_peoples
afghanistan,balkh,1,0,Ancient,Bactrian pastoralists (Avestan 'Bāxδī' — holy land),c.1500–700 BCE,1,,unclassified,bactrian_pastoralists_avestan_bx
afghanistan,balkh,1,1,Ancient,Central Asian nomadic groups,c.1000–600 BCE,1,,people,central_asian_nomadic_groups
afghanistan,kabul,1,0,Ancient,Gandara Grave Culture — early Indo-Aryan,c.1400–600 BCE,1,,culture,gandara_grave_culture
afghanistan,kabul,1,1,Ancient,Gandara · Kamboja (eastern border peoples),c.1200–550 BCE,1,,people,gandara_kamboja_eastern_border_peoples
afghanistan,badakhshan,1,0,Ancient,East Iranian highland peoples,c.1500 BCE,1,,people,east_iranian_highland_peoples
afghanistan,badakhshan,1,1,Ancient,Nuristani / Dardic ancestors (non-Indo-Iranian),c.1000 BCE,1,,unclassified,nuristani_dardic_ancestors_non_indo_iranian
afghanistan,herat,2,0,,Achaemenid Empire — Aria Satrapy,550–330 BCE,1,achaemenid_empire,linked,achaemenid_empire
afghanistan,kandahar,2,0,,Achaemenid Empire — Arachosia Satrapy,550–330 BCE,1,achaemenid_empire,linked,achaemenid_empire
afghanistan,balkh,2,0,,Achaemenid Empire — Bactria Satrapy,550–330 BCE,1,achaemenid_empire,linked,achaemenid_empire
afghanistan,kabul,2,0,,Achaemenid Empire — Gandhara / Paropamisadae Satrapies,550–330 BCE,1,achaemenid_empire,linked,achaemenid_empire
afghanistan,badakhshan,2,0,,Achaemenid Empire — Bactria / Gandhara border,550–330 BCE,1,achaemenid_empire,linked,achaemenid_empire
afghanistan,herat,3,0,,Alexander the Great (Alexandria in Aria),330–323 BCE,1,,regime,alexander_the_great_alexandria_in_aria
afghanistan,herat,3,1,,Seleucid Empire (Aria province),312–250 BCE,1,seleucid_empire,linked,seleucid_empire_aria_province
afghanistan,herat,3,2,,Greco-Bactrian Kingdom (influence),250–130 BCE,1,greco_bactrian_kingdom,linked,greco_bactrian_kingdom_influence
afghanistan,herat,3,3,,Parthian Empire (Aria satrapy),247 BCE–224 CE,1,parthian_empire,linked,parthian_empire_aria_satrapy
afghanistan,kandahar,3,0,,Alexander — Alexandria Arachosia (Kandahar),330 BCE,1,,regime,alexander
afghanistan,kandahar,3,1,,Seleucid Empire,312–305 BCE,1,seleucid_empire,linked,seleucid_empire
afghanistan,kandahar,3,2,,Maurya Empire,305–185 BCE,1,maurya_empire,linked,maurya_empire
afghanistan,kandahar,3,3,,Greco-Bactrian Kingdom,185–130 BCE,1,greco_bactrian_kingdom,linked,greco_bactrian_kingdom
afghanistan,kandahar,3,4,,Indo-Greek Kingdom,170–10 BCE,1,indo_greek_kingdom,linked,indo_greek_kingdom
afghanistan,kandahar,3,5,,Indo-Scythian Kingdom,c.100 BCE–75 CE,1,indo_scythian_kingdom,linked,indo_scythian_kingdom
afghanistan,balkh,3,0,,Alexander — Alexandria-on-the-Oxus (Balkh),328–323 BCE,1,,regime,alexander
afghanistan,balkh,3,1,,Seleucid Empire,312–250 BCE,1,seleucid_empire,linked,seleucid_empire
afghanistan,balkh,3,2,,Greco-Bactrian Kingdom (center — Bactra),250–130 BCE,1,greco_bactrian_kingdom,linked,greco_bactrian_kingdom_center
afghanistan,balkh,3,3,,Yuezhi (Da Yuezhi) migration through Bactria,c.130–50 BCE,1,,event,yuezhi_da_yuezhi_migration_through_bactria
afghanistan,balkh,3,4,,Kushan Empire (origins here — Yuezhi chiefs),c.50 BCE–375 CE,1,kushan_empire,linked,kushan_empire_origins_here
afghanistan,kabul,3,0,,Alexander — Paropamisadae / Alexandria sub Caucaso,329–323 BCE,1,,regime,alexander
afghanistan,kabul,3,1,,Seleucid Empire,312–305 BCE,1,seleucid_empire,linked,seleucid_empire
afghanistan,kabul,3,2,,Maurya Empire,305–185 BCE,1,maurya_empire,linked,maurya_empire
afghanistan,kabul,3,3,,Greco-Bactrian Kingdom,185–130 BCE,1,greco_bactrian_kingdom,linked,greco_bactrian_kingdom
afghanistan,kabul,3,4,,Indo-Greek Kingdom,170–70 BCE,1,indo_greek_kingdom,linked,indo_greek_kingdom
afghanistan,kabul,3,5,,Indo-Parthian Kingdom,19 BCE–50 CE,1,indo_parthian_kingdom,linked,indo_parthian_kingdom
afghanistan,kabul,3,6,,Kushan Empire,c.50–375 CE,1,kushan_empire,linked,kushan_empire
afghanistan,badakhshan,3,0,,Seleucid → Greco-Bactrian,312–130 BCE,1,,event,seleucid_greco_bactrian
afghanistan,badakhshan,3,1,,Yuezhi transit,c.130 BCE,1,,people,yuezhi_transit
afghanistan,badakhshan,3,2,,Kushan Empire,c.50 BCE–375 CE,1,kushan_empire,linked,kushan_empire
afghanistan,herat,4,0,,Parthian Empire (Aria),247 BCE–224 CE,1,parthian_empire,linked,parthian_empire_aria
afghanistan,herat,4,1,,Sassanid Empire,224–651,1,sassanid_empire,linked,sassanid_empire
afghanistan,herat,4,2,,Kidarites / Alchon Huns (Aria),c.350–500,1,,people,kidarites_alchon_huns_aria
afghanistan,herat,4,3,,Hephthalites,c.450–560,1,,people,hephthalites
afghanistan,herat,4,4,,Sassanid (restored in Aria),560–651,1,,regime,sassanid_restored_in_aria
afghanistan,kandahar,4,0,,Kushan Empire,c.50–375 CE,1,kushan_empire,linked,kushan_empire
afghanistan,kandahar,4,1,,Kushano-Sasanian Kingdom (south),c.230–365,1,kushano_sasanian_kingdom,linked,kushano_sasanian_kingdom_south
afghanistan,kandahar,4,2,,Kidarites · Alchon Huns (Zabulistan),c.350–500,1,,people,kidarites_alchon_huns_zabulistan
afghanistan,kandahar,4,3,,Hephthalite principalities (Zabul / Zun cult),c.450–565,1,,people,hephthalite_principalities_zabul_zun_cult
afghanistan,balkh,4,0,,Kushan Empire (Bactrian heartland),c.50–375 CE,1,kushan_empire,linked,kushan_empire_bactrian_heartland
afghanistan,balkh,4,1,,Kushano-Sasanian Kingdom,c.230–365,1,kushano_sasanian_kingdom,linked,kushano_sasanian_kingdom
afghanistan,balkh,4,2,,Kidarites,c.350–470,1,,people,kidarites
afghanistan,balkh,4,3,,Hephthalites,c.450–560,1,,people,hephthalites
afghanistan,balkh,4,4,,First Türkic Empire (Tokharistan),552–651,1,,polity,first_trkic_empire_tokharistan
afghanistan,kabul,4,0,,Indo-Parthian Kingdom,19 BCE–50 CE,1,indo_parthian_kingdom,linked,indo_parthian_kingdom
afghanistan,kabul,4,1,,Kushan Empire,c.50–375 CE,1,kushan_empire,linked,kushan_empire
afghanistan,kabul,4,2,,Kushano-Sasanian Kingdom,c.230–365,1,kushano_sasanian_kingdom,linked,kushano_sasanian_kingdom
afghanistan,kabul,4,3,,Kidarites / Alchon Huns,c.350–500,1,,people,kidarites_alchon_huns
afghanistan,kabul,4,4,,Hephthalites,c.450–560,1,,people,hephthalites
afghanistan,kabul,4,5,,First Türkic Empire,552–651,1,,polity,first_trkic_empire
afghanistan,badakhshan,4,0,,Kushan Empire,c.50–375 CE,1,kushan_empire,linked,kushan_empire
afghanistan,badakhshan,4,1,,Kidarites / Alchon Huns,c.350–500,1,,people,kidarites_alchon_huns
afghanistan,badakhshan,4,2,,Hephthalites,c.450–560,1,,people,hephthalites
afghanistan,herat,5,0,Medieval,Nezak Huns (brief),c.625–650,1,,people,nezak_huns_brief
afghanistan,herat,5,1,Medieval,Rashidun Caliphate (Herat conquered 651),651–661,1,rashidun_caliphate,linked,rashidun_caliphate_herat_conquered_651
afghanistan,herat,5,2,Medieval,Umayyad Caliphate,661–750,1,umayyad_caliphate,linked,umayyad_caliphate
afghanistan,kandahar,5,0,Medieval,Nezak Huns,c.625–650,1,,people,nezak_huns
afghanistan,kandahar,5,1,Medieval,Zunbil dynasty (Zabulistan — resisted Arab conquest for 200 years),650–870,1,,regime,zunbil_dynasty_zabulistan
afghanistan,kandahar,5,2,Medieval,Tocharistan Yabgu (northern Kandahar fringe),c.625–738,1,,unclassified,tocharistan_yabgu_northern_kandahar_fringe
afghanistan,balkh,5,0,Medieval,Tocharistan Yabgu state,c.625–738,1,,polity,tocharistan_yabgu_state
afghanistan,balkh,5,1,Medieval,Rashidun conquest (Balkh 652),652–661,1,rashidun_caliphate,linked,rashidun_conquest_balkh_652
afghanistan,balkh,5,2,Medieval,Umayyad Caliphate (Tokharistan),661–750,1,umayyad_caliphate,linked,umayyad_caliphate_tokharistan
afghanistan,kabul,5,0,Medieval,Türk Shahis (Buddhist Kabul rulers),650–870,1,,unclassified,trk_shahis_buddhist_kabul_rulers
afghanistan,kabul,5,1,Medieval,Tang Dynasty / Anxi Protectorate (nominal),c.660–740,1,tang_dynasty,linked,tang_dynasty_anxi_protectorate_nominal
afghanistan,badakhshan,5,0,Medieval,Semi-independent highland principalities,7th–9th c.,1,,unclassified,semi_independent_highland_principalities
afghanistan,herat,6,0,,Abbasid Caliphate,750–821,1,abbasid_caliphate,linked,abbasid_caliphate
afghanistan,herat,6,1,,Tahirid dynasty,821–873,1,,regime,tahirid_dynasty
afghanistan,herat,6,2,,Saffarid dynasty (capital: Zaranj — rose from Sistan),873–900,1,saffarid_dynasty,linked,saffarid_dynasty_capital_zaranj
afghanistan,herat,6,3,,Samanid dynasty,900–999,1,,regime,samanid_dynasty
afghanistan,kandahar,6,0,,Zunbil dynasty (finally conquered by Saffarids),to 870,1,,regime,zunbil_dynasty_finally_conquered_by_saffarids
afghanistan,kandahar,6,1,,Saffarid dynasty,870–900,1,saffarid_dynasty,linked,saffarid_dynasty
afghanistan,kandahar,6,2,,Samanid dynasty,900–999,1,,regime,samanid_dynasty
afghanistan,balkh,6,0,,Abbasid Caliphate,750–821,1,abbasid_caliphate,linked,abbasid_caliphate
afghanistan,balkh,6,1,,Tahirid dynasty,821–873,1,,regime,tahirid_dynasty
afghanistan,balkh,6,2,,Saffarid dynasty,873–900,1,saffarid_dynasty,linked,saffarid_dynasty
afghanistan,balkh,6,3,,Samanid dynasty,900–999,1,,regime,samanid_dynasty
afghanistan,kabul,6,0,,Türk Shahis → Hindu Shahis (drove out Türk Shahis),870–1026,1,,event,trk_shahis_hindu_shahis_drove_out_trk_shahis
afghanistan,kabul,6,1,,Second Türkic Empire (nominal suzerainty),682–744,1,,polity,second_trkic_empire_nominal_suzerainty
afghanistan,kabul,6,2,,Saffarid · Samanid (western Kabul pressure),9th–10th c.,1,,regime,saffarid_samanid_western_kabul_pressure
afghanistan,badakhshan,6,0,,Semi-independent / Samanid influence,9th–10th c.,1,,regime,semi_independent_samanid_influence
afghanistan,herat,7,0,,Ghaznavid dynasty,999–1140,1,,regime,ghaznavid_dynasty
afghanistan,herat,7,1,,Seljuk Empire (Herat — defeat of Ghaznavids),1040–1194,1,seljuk_empire,linked,seljuk_empire_herat
afghanistan,herat,7,2,,Ghorid dynasty,1149–1215,1,ghorid_dynasty,linked,ghorid_dynasty
afghanistan,herat,7,3,,Khwarazmian Empire,1215–1221,1,khwarazmian_empire,linked,khwarazmian_empire
afghanistan,kandahar,7,0,,Ghaznavid dynasty (capital: Ghazni near here),977–1186,1,,regime,ghaznavid_dynasty_capital_ghazni_near_here
afghanistan,kandahar,7,1,,Ghorid dynasty,1149–1215,1,ghorid_dynasty,linked,ghorid_dynasty
afghanistan,kandahar,7,2,,Khwarazmian Empire,1215–1221,1,khwarazmian_empire,linked,khwarazmian_empire
afghanistan,balkh,7,0,,Ghaznavid dynasty,999–1040,1,,regime,ghaznavid_dynasty
afghanistan,balkh,7,1,,Seljuk Empire,1040–1194,1,seljuk_empire,linked,seljuk_empire
afghanistan,balkh,7,2,,Ghorid dynasty (Balkh capital at times),1149–1215,1,ghorid_dynasty,linked,ghorid_dynasty_balkh_capital_at_times
afghanistan,balkh,7,3,,Khwarazmian Empire,1215–1221,1,khwarazmian_empire,linked,khwarazmian_empire
afghanistan,kabul,7,0,,Ghaznavid dynasty (Ghazni capital),977–1186,1,,regime,ghaznavid_dynasty_ghazni_capital
afghanistan,kabul,7,1,,Seljuk Empire (Kabul area),1040s–1186,1,seljuk_empire,linked,seljuk_empire_kabul_area
afghanistan,kabul,7,2,,Ghorid dynasty,1186–1215,1,ghorid_dynasty,linked,ghorid_dynasty
afghanistan,kabul,7,3,,Hindu Shahis (eastern reaches to 1026),to 1026,1,,unclassified,hindu_shahis_eastern_reaches_to_1026
afghanistan,badakhshan,7,0,,Ghaznavid / Ghorid,999–1215,1,,regime,ghaznavid_ghorid
afghanistan,herat,8,0,,Mongol Empire (Herat sacked 1221; rebuilt),1221–1245,1,mongol_empire,linked,mongol_empire_herat_sacked_1221_rebuilt
afghanistan,herat,8,1,,Kart dynasty (local Persian rulers under Mongol suzerainty),1244–1389,1,,regime,kart_dynasty_local_persian_rulers_under_mongol_suzerainty
afghanistan,herat,8,2,,Il-Khanate (Herat under Kart as vassals),1256–1335,1,,polity,il_khanate_herat_under_kart_as_vassals
afghanistan,herat,8,3,,Timurid Empire (Herat — cultural golden age),1381–1507,1,timurid_empire,linked,timurid_empire_herat
afghanistan,kandahar,8,0,,Mongol Empire,1221–1260,1,mongol_empire,linked,mongol_empire
afghanistan,kandahar,8,1,,Il-Khanate,1256–1335,1,,polity,il_khanate
afghanistan,kandahar,8,2,,Chagatai Khanate (southern Afghanistan),1260–1370,1,chagatai_khanate,linked,chagatai_khanate_southern_afghanistan
afghanistan,kandahar,8,3,,Delhi Sultanate — Khalji / Tughluq (raids),1290–1370,1,delhi_sultanate,linked,delhi_sultanate
afghanistan,kandahar,8,4,,Timurid Empire,1370–1507,1,timurid_empire,linked,timurid_empire
afghanistan,balkh,8,0,,Mongol Empire (Balkh destroyed 1220 — 'Mother of Cities' never fully recovered),1220–1256,1,mongol_empire,linked,mongol_empire_balkh_destroyed_1220
afghanistan,balkh,8,1,,Il-Khanate,1256–1335,1,,polity,il_khanate
afghanistan,balkh,8,2,,Chagatai Khanate (Transoxiana/Bactria),1260–1370,1,chagatai_khanate,linked,chagatai_khanate_transoxianabactria
afghanistan,balkh,8,3,,Timurid Empire,1370–1507,1,timurid_empire,linked,timurid_empire
afghanistan,kabul,8,0,,Mongol Empire,1221–1260,1,mongol_empire,linked,mongol_empire
afghanistan,kabul,8,1,,Chagatai Khanate (Kabul area),1260–1370,1,chagatai_khanate,linked,chagatai_khanate_kabul_area
afghanistan,kabul,8,2,,Delhi Sultanate — Slave · Khalji · Tughluq · Sayyid · Lodi (Kabul contested),1206–1451,1,delhi_sultanate,linked,delhi_sultanate
afghanistan,kabul,8,3,,Timurid Empire,1370–1451,1,timurid_empire,linked,timurid_empire
afghanistan,badakhshan,8,0,,Mongol Empire → Il-Khanate → Chagatai,1220–1370,1,mongol_empire,linked,mongol_empire_il_khanate_chagatai
afghanistan,badakhshan,8,1,,Timurid Empire,1370–1507,1,timurid_empire,linked,timurid_empire
afghanistan,herat,9,0,Modern,Safavid dynasty (Herat — major Safavid city),1510–1717,1,,regime,safavid_dynasty_herat
afghanistan,herat,9,1,Modern,Afsharid dynasty (Nadir Shah reconquered Herat),1736–1796,1,afsharid_dynasty,linked,afsharid_dynasty_nadir_shah_reconquered_herat
afghanistan,herat,9,2,Modern,Durrani Empire (Ahmad Shah — Afghan unification),1747–1793,1,durrani_empire,linked,durrani_empire_ahmad_shah
afghanistan,kandahar,9,0,Modern,Safavid dynasty (disputed with Mughals),1510–1709,1,,regime,safavid_dynasty_disputed_with_mughals
afghanistan,kandahar,9,1,Modern,Hotak dynasty (Ghilzai Pashtun — founded in Kandahar),1709–1738,1,hotak_dynasty,linked,hotak_dynasty_ghilzai_pashtun
afghanistan,kandahar,9,2,Modern,Afsharid dynasty (Nadir Shah defeated Hotakis),1738–1747,1,afsharid_dynasty,linked,afsharid_dynasty_nadir_shah_defeated_hotakis
afghanistan,kandahar,9,3,Modern,Durrani Empire (original Durrani capital),1747–1776,1,durrani_empire,linked,durrani_empire_original_durrani_capital
afghanistan,balkh,9,0,Modern,Bukhara Khanate (Uzbek control of Balkh),1500–1646,1,,polity,bukhara_khanate_uzbek_control_of_balkh
afghanistan,balkh,9,1,Modern,Mughal Empire (Shah Jahan conquered Balkh 1646),1646–1647,1,mughal_empire,linked,mughal_empire_shah_jahan_conquered_balkh_1646
afghanistan,balkh,9,2,Modern,Bukhara Khanate (recaptured),1647–1736,1,,polity,bukhara_khanate_recaptured
afghanistan,balkh,9,3,Modern,Afsharid dynasty,1736–1747,1,afsharid_dynasty,linked,afsharid_dynasty
afghanistan,balkh,9,4,Modern,Durrani Empire,1747–,1,durrani_empire,linked,durrani_empire
afghanistan,kabul,9,0,Modern,Mughal Empire (Babur — Kabul capital 1504),1504–1738,1,mughal_empire,linked,mughal_empire_babur
afghanistan,kabul,9,1,Modern,Hotak dynasty (briefly held Kabul),1719–1738,1,hotak_dynasty,linked,hotak_dynasty_briefly_held_kabul
afghanistan,kabul,9,2,Modern,Afsharid dynasty,1738–1747,1,afsharid_dynasty,linked,afsharid_dynasty
afghanistan,kabul,9,3,Modern,Durrani Empire (capital moved to Kabul 1776),1747–,1,durrani_empire,linked,durrani_empire_capital_moved_to_kabul_1776
afghanistan,badakhshan,9,0,Modern,Timurid / Mughal influence,15th–18th c.,1,,regime,timurid_mughal_influence
afghanistan,badakhshan,9,1,Modern,Durrani Empire,1747–,1,durrani_empire,linked,durrani_empire
afghanistan,herat,10,0,,Herat Emirate (Sadozai / Kuhzad),1818–1863,1,,regime,herat_emirate_sadozai_kuhzad
afghanistan,kandahar,10,0,,Kandahar Emirate (Sadozai / Barakzai),1818–1855,1,,regime,kandahar_emirate_sadozai_barakzai
afghanistan,balkh,10,0,,Maimana Khanate · Kunduz Khanate,1818–1850s,1,,polity,maimana_khanate_kunduz_khanate
afghanistan,kabul,10,0,,Kabul Emirate (Barakzai) → Emirate of Afghanistan,1826–1919,1,,regime,kabul_emirate_barakzai_emirate_of_afghanistan
afghanistan,kabul,10,1,,Anglo-Afghan Wars (1st · 2nd · 3rd) · Great Game,1839–1919,1,,event,anglo_afghan_wars_1st_2nd_3rd_great_game
afghanistan,badakhshan,10,0,,Semi-autonomous principality → Emirate of Afghanistan,1850s–1919,1,,polity,semi_autonomous_principality_emirate_of_afghanistan
afghanistan,herat,11,0,Contemporary,Kingdom of Afghanistan,1919–1973,5,,polity,kingdom_of_afghanistan
afghanistan,herat,11,1,Contemporary,Republic of Afghanistan (Daoud Khan),1973–1978,5,,polity,republic_of_afghanistan_daoud_khan
afghanistan,herat,11,2,Contemporary,Democratic Republic of Afghanistan (PDPA),1978–1992,5,,polity,democratic_republic_of_afghanistan_pdpa
afghanistan,herat,11,3,Contemporary,Soviet-Afghan War,1979–1989,5,,event,soviet_afghan_war
afghanistan,herat,12,0,,Islamic State of Afghanistan (Mujahedeen government),1992–1996,1,,polity,islamic_state_of_afghanistan_mujahedeen_government
afghanistan,herat,12,1,,Northern Alliance stronghold (Herat — Ismail Khan),"1992–1995, 2001",1,,unclassified,northern_alliance_stronghold_herat
afghanistan,kandahar,12,0,,Taliban First Emirate,1996–2001,1,,polity,taliban_first_emirate
afghanistan,balkh,12,0,,Northern Alliance (Balkh — General Dostum base),1992–2001,1,,unclassified,northern_alliance_balkh
afghanistan,balkh,12,1,,US-led coalition / NATO (ISAF),2001–2021,1,,unclassified,us_led_coalition_nato_isaf
afghanistan,kabul,12,0,,Islamic Republic of Afghanistan (US-backed),2004–2021,2,,polity,islamic_republic_of_afghanistan_us_backed
afghanistan,kabul,12,1,,Taliban Second Emirate,2021–,2,,polity,taliban_second_emirate
kazakhstan,ural,0,0,Prehistoric,Yamna culture (Pontic–Caspian steppe),c.3500–2200 BCE,1,,culture,yamna_culture_pontic_caspian_steppe
kazakhstan,ural,0,1,Prehistoric,Abashevo culture,c.2500–1900 BCE,1,,culture,abashevo_culture
kazakhstan,ural,0,2,Prehistoric,Sintashta (earliest chariots),c.2100–1800 BCE,1,,unclassified,sintashta_earliest_chariots
kazakhstan,caspian,0,0,Prehistoric,Kelteminar culture,c.5000–3000 BCE,1,,culture,kelteminar_culture
kazakhstan,caspian,0,1,Prehistoric,Yamna / early pastoral cultures,c.3500–2000 BCE,1,,people,yamna_early_pastoral_cultures
kazakhstan,aral,0,0,Prehistoric,Kelteminar culture,c.5000–3000 BCE,1,,culture,kelteminar_culture
kazakhstan,aral,0,1,Prehistoric,Andronovo culture,c.2000–900 BCE,1,,culture,andronovo_culture
kazakhstan,steppe,0,0,Prehistoric,Botai culture (horse domestication),c.3500–3000 BCE,1,,culture,botai_culture_horse_domestication
kazakhstan,steppe,0,1,Prehistoric,Andronovo culture,c.2000–900 BCE,1,,culture,andronovo_culture
kazakhstan,zhetysu,0,0,Prehistoric,Afanasievo culture,c.3300–2500 BCE,1,,culture,afanasievo_culture
kazakhstan,zhetysu,0,1,Prehistoric,Andronovo culture,c.2000–900 BCE,1,,culture,andronovo_culture
kazakhstan,ural,1,0,Early Ancient (Bronze Age),Srubnaya (Timber Grave) culture,c.1800–1200 BCE,1,,culture,srubnaya_timber_grave_culture
kazakhstan,ural,1,1,Early Ancient (Bronze Age),Proto-Scythian cultures,c.1000–700 BCE,1,,people,proto_scythian_cultures
kazakhstan,caspian,1,0,Early Ancient (Bronze Age),Srubnaya culture,c.1800–1200 BCE,1,,culture,srubnaya_culture
kazakhstan,caspian,1,1,Early Ancient (Bronze Age),Cimmerian / early Saka,c.1000–700 BCE,1,,people,cimmerian_early_saka
kazakhstan,aral,1,0,Early Ancient (Bronze Age),Andronovo → Alakul culture,c.1800–1200 BCE,1,,culture,andronovo_alakul_culture
kazakhstan,aral,1,1,Early Ancient (Bronze Age),Saka nomads (early),c.1000–700 BCE,1,,people,saka_nomads_early
kazakhstan,steppe,1,0,Early Ancient (Bronze Age),Begazy–Dandybai culture,c.1400–900 BCE,1,,culture,begazy_dandybai_culture
kazakhstan,steppe,1,1,Early Ancient (Bronze Age),Tasmola culture,c.700–300 BCE,1,,culture,tasmola_culture
kazakhstan,zhetysu,1,0,Early Ancient (Bronze Age),Karasuk culture,c.1500–800 BCE,1,,culture,karasuk_culture
kazakhstan,zhetysu,1,1,Early Ancient (Bronze Age),Pazyryk culture (Altai),c.600–200 BCE,1,,culture,pazyryk_culture_altai
kazakhstan,ural,2,0,Saka / Scythian,Royal Scythians (Pontic),c.700–200 BCE,1,,people,royal_scythians_pontic
kazakhstan,ural,2,1,Saka / Scythian,Early Sarmatians,c.500 BCE–,1,,people,early_sarmatians
kazakhstan,caspian,2,0,Saka / Scythian,Saka · Massagetae (Caspian steppe),c.700–200 BCE,1,,unclassified,saka_massagetae_caspian_steppe
kazakhstan,aral,2,0,Saka / Scythian,Massagetae (near Aral Sea),c.700–200 BCE,1,,unclassified,massagetae_near_aral_sea
kazakhstan,aral,2,1,Saka / Scythian,Dahae,c.500–200 BCE,1,,people,dahae
kazakhstan,steppe,2,0,Saka / Scythian,Saka of the central steppe,c.700–200 BCE,1,,unclassified,saka_of_the_central_steppe
kazakhstan,zhetysu,2,0,Saka / Scythian,Saka Tigrakhauda (Pointed-hat Saka),c.700–200 BCE,1,,unclassified,saka_tigrakhauda_pointed_hat_saka
kazakhstan,zhetysu,2,1,Saka / Scythian,Pazyryk / Wusun (Zhetysu),c.500–100 BCE,1,,people,pazyryk_wusun_zhetysu
kazakhstan,ural,3,0,Ancient,Sarmatians (Roxolani · Alans),c.300 BCE–350 CE,1,,people,sarmatians_roxolani_alans
kazakhstan,caspian,3,0,Ancient,Alans (Caspian Sarmatians),c.100–370 CE,1,,people,alans_caspian_sarmatians
kazakhstan,aral,3,0,Ancient,Kangju Kingdom,c.250 BCE–350 CE,1,,polity,kangju_kingdom
kazakhstan,aral,3,1,Ancient,Yuezhi (before westward migration),c.300–170 BCE,1,,event,yuezhi_before_westward_migration
kazakhstan,steppe,3,0,Ancient,Xiongnu Confederation (western fringe),209 BCE–93 CE,1,xiongnu,linked,xiongnu_confederation_western_fringe
kazakhstan,zhetysu,3,0,Ancient,Xiongnu Confederation,209 BCE–93 CE,1,xiongnu,linked,xiongnu_confederation
kazakhstan,zhetysu,3,1,Ancient,Wusun confederation (Zhetysu),c.160 BCE–5th c.,1,,polity,wusun_confederation_zhetysu
kazakhstan,ural,4,0,,Hunnic Empire,350–453,1,hunnic_empire,linked,hunnic_empire
kazakhstan,ural,4,1,,Onogur nomads (proto-Bulgar groups),c.400–650,1,,people,onogur_nomads_proto_bulgar_groups
kazakhstan,caspian,4,0,,Hunnic Empire,350–453,1,hunnic_empire,linked,hunnic_empire
kazakhstan,caspian,4,1,,Alans (remnants),400s–,1,,people,alans_remnants
kazakhstan,aral,4,0,,Yueban Kingdom (remnant Xiongnu),c.350–490,1,xiongnu,linked,yueban_kingdom_remnant_xiongnu
kazakhstan,aral,4,1,,Hephthalites (eastern branch),c.450–560,1,,unclassified,hephthalites_eastern_branch
kazakhstan,steppe,4,0,,Rouran Khaganate (suzerainty),330–555,1,,polity,rouran_khaganate_suzerainty
kazakhstan,zhetysu,4,0,,Rouran Khaganate,330–555,1,,polity,rouran_khaganate
kazakhstan,zhetysu,4,1,,Hephthalites (eastern wing),c.450–560,1,,unclassified,hephthalites_eastern_wing
kazakhstan,ural,5,0,Medieval — Türkic,Göktürk Khaganate (Western wing),552–659,2,goktürk_khaganate,linked,gktrk_khaganate_western_wing
